name	partnerprotein	partnerprotein_textbox	target_order	target_species	activity	taxonid	lc50	units	percentage_mortality	publication	other_citations	life_stage	instar	assay_material	assay_method	comment
Axmi404.2	No	No	Hemiptera	Aphis glycines	Yes	307491			greater than or = 50%		JP6957583B2	larvae			Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated that there was slight stunting (75% size of control) and mortality % of 50 or less. A truncated version of the protein was used."
Axmi405.2	No	No	Lepidoptera	Plutella xylostella	Yes	51655			greater than or = 50		JP6957583B2	larvae			Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated that there was slight stunting (75% size of control) and mortality % of 50 or less. A truncated version of the protein was used."
Axmi416	No	No	Lepidoptera	Plutella xylostella	Yes	51655			greater than 75%		JP6957583B2	larvae			Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated that there was intense uniform stunting (74-26% size of control) and a mortality % of > 75. A truncated version of the protein was used."
Axmi417	No	No	Lepidoptera	Plutella xylostella	Yes	51655			greater than 75%		JP6957583B2	larvae			Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated that there was intense uniform stunting (74-26% size of control) and a mortality % of > 75. A truncated version of the protein was used."
Axmi423	No	No	Lepidoptera	Plutella xylostella	Yes	51655			greater than 75%		JP6957583B2	larvae			Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated that there was intense uniform stunting (74-26% size of control) and a mortality % of > 75. A truncated version of the protein was used."
Axmi424	No	No	Lepidoptera	Plutella xylostella	Yes	51655			greater than 75%		JP6957583B2	larvae			Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated that there was intense uniform stunting (74-26% size of control) and a mortality % of > 75. A truncated version of the protein was used."
Axmi425	No	No	Lepidoptera	Plutella xylostella	Yes	51655			greater than 75%		JP6957583B2	larvae			Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated that there was intense uniform stunting (74-26% size of control) and a mortality % of > 75. A truncated version of the protein was used."
Axmi440	No	No	Lepidoptera	Plutella xylostella	Yes	51655			1		US10221430B2					No specific concentration of the dose used to achieve the observed % mortality was given.
Axmi477	No	No	Lepidoptera	Diatraea grandiosella	Yes	61289			0.25		KR20160094985A				Diet incorporation	No specific concentration of the dose used to achieve the observed % mortality was given. 25% mortality was reported as well as stunting that fell in between a score of 3 (strong and uniform growth inhibition) and 4 (heavily uniform growth inhibition)
Axmi477	No	No	Lepidoptera	Agrotis ipsilon	Yes	56364					KR20160094985A				Diet incorporation	"No specific concentration of the dose used to achieve the observed growth inhibition was given but ""heavily uniform growth inhibition"" reported "
Axmi477	No	No	Lepidoptera	Anticarsia gemmatalis	Yes	129554			1		KR20160094985A				Diet incorporation	"No specific concentration of the dose used to achieve the observed % mortality was given. 100% mortality was reported as well as ""heavily uniform growth inhibition"""
Axmi477	No	No	Lepidoptera	Diatraea saccharalis	Yes	40085					KR20160094985A				Diet incorporation	"No specific concentration of the dose used to achieve the observed growth inhibition	 but stunting reported that fell in between a score of 3 (strong and uniform growth inhibition) and 4 (heavily uniform growth inhibition) "
Axmi477	No	No	Lepidoptera	Helicoverpa zea	Yes	7113			0.25		KR20160094985A				Diet incorporation	"No specific concentration of the dose used to achieve the observed % mortality was given. 25% mortality was reported as well as a ""little uniform growth inhibition"""
Axmi477	No	No	Lepidoptera	Heliothis virescens	Yes	7102			0.75		KR20160094985A				Diet incorporation	"No specific concentration of the dose used to achieve the observed % mortality was given. 75% mortality was reported as well as ""heavily uniform growth inhibition"""
Axmi477	No	No	Lepidoptera	Ostrinia nubilalis	Yes	29057			0.25		KR20160094985A				Diet incorporation	"No specific concentration of the dose used to achieve the observed % mortality was given. 25% mortality was reported as well as ""strong and uniform growth inhibition"""
Axmi477	No	No	Lepidoptera	Spodoptera exigua	Yes	7107					KR20160094985A				Diet incorporation	"No specific concentration of the dose used to achieve the observed growth inhibition was given but ""strong and uniform growth inhibition"" reported."
Axmi477	No	No	Lepidoptera	Spodoptera frugiperda	Yes	7108					KR20160094985A				Diet incorporation	"No specific concentration of the dose used to achieve the observed growth inhibition was given but ""nonuniform growth inhibition"" reported."
Axmi477	No	No	Lepidoptera	Plutella xylostella	Yes	51655					"KR20160094985A
"	larvae			Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was heavily uniform growth inhibition observed."
Axmi482	No	No	Lepidoptera	Plutella xylostella	Yes	51655					KR20160094985A	larvae			Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was heavily uniform growth inhibition observed."
Axmi486	No	No	Lepidoptera	Plutella xylostella 	Yes	51655					KR20160094985A 	Larvae			Diet incorporation	"No specific concentration 	 LC50	 or % mortality provided- only stated there was heavily uniform growth inhibition observed."
Axmi525	No	No	Lepidoptera	Plutella xylostella	Yes	51655					"KR20160094985A
"	larvae			Diet incorporation	"No specific concentration 	 LD50	 or % mortality provided- only stated there was heavily uniform growth inhibition observed."
BLB459	No	No	Lepidoptera	Spodoptera littoralis	Yes	7109			0.825	10.1016/j.toxicon.2017.02.018		larvae	1st Instar		Free ingestion technique	No specific concentration of the protein concentration used to achieve the observed % mortality was given.
BTRX1	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058			40% at 300 µg/ml	10.21161/mjm.00707		larvae	2nd Instar	spore crystal mixture	Diet incorporation	300 µg/ml of the spore crystal mixture was used to achieve observed mortality.
BTRX17	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058			90% at 300 µg/ml	10.21161/mjm.00707		larvae	2nd Instar	spore crystal mixture	Diet incorporation	300 µg/ml of the spore crystal mixture was used to achieve observed mortality.
BTRX2	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058			60% at 300 µg/ml	10.21161/mjm.00707		larvae	2nd Instar	spore crystal mixture	Diet incorporation	300 µg/ml of the spore crystal mixture was used to achieve observed mortality.
BTRX24	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058			100% at 300 µg/ml	10.21161/mjm.00707		larvae	2nd Instar	spore crystal mixture	Diet incorporation	300 µg/ml of the spore crystal mixture was used to achieve observed mortality.
BTRX3	No	No	Lepidoptera	Helicoverpa armigera	Yes	29058			80% at 300 µg/ml	10.21161/mjm.00707		larvae	2nd Instar	spore crystal mixture	Diet incorporation	300 µg/ml of the spore crystal mixture was used to achieve observed mortality.
BTS01099E	No	No	Lepidoptera	Heliothis virescens	Yes	7102			100% at 25 ul		US20160249625A1	larvae		spore crystal mixture	Diet incorporation	Mixtures of crystals and spores from listed strains were used as insecticidal agents. It was stated that 25 ?l of the protein extract was placed on the surface of the diet.
BTS02761A	No	No	Lepidoptera	Heliothis virescens	Yes	7102			94% at 25 ul		US20160249625A1	larvae		spore crystal mixture	Diet incorporation	Mixtures of crystals and spores from listed strains were used as insecticidal agents. It was stated that 25 ?l of the protein extract was placed on the surface of the diet.
BUPM95	No	No	Lepidoptera	Spodoptera littoralis	Yes	7109			0.765	10.1016/j.toxicon.2017.02.018		larvae	1st Instar		Free ingestion technique	No specific concentration of the protein concentration used to achieve the observed % mortality was given.
Bto-UNVM_94	No	No	Lepidoptera	Cydia pomonella	Yes	82600			54.2% at 5 µg/µl	10.1016/j.biocontrol.2022.104838		larvae	1st Instar	spore crystal mixture	Diet incorporation	It was stated that the spore-crystal complex (suspension of strain) that was used was 5 µg/ul.
CHRD	No	No	Diptera	Musca domestica	Yes	7370			30% at 1mg/ml 	10.1038/srep43805		Not specified	Not specified	Purified protein	Not specified	
CpbA	No	No	Diptera	Musca domestica	Yes	7370			40% at 1mg/ml 	10.1038/srep43805		Not specified	Not specified	Purified protein	Not specified	
CpbB	No	No	Diptera	Musca domestica	Yes	7370			12% at 1mg/ml 	10.1038/srep43805		Not specified	Not specified	Purified protein	Not specified	
Cry10A	No	No	Diptera	Simulium spp	No		greater than 2500	mg/ml		10.1016/j.jip.2014.07.003		Larvae	Unknown	Spore crystal mix	addition to water	
Cry10Aa	No	No	Diptera	Aedes aegypti	Yes	7159	239	ng/ml		10.1128/AEM.00409-09		Larvae	4th instar	Purified crystals	addition to water	
Cry10Aa1	No	No	Diptera	Chironomus tepperi	No	113505				10.1016/j.jip.2004.10.004		Larvae	4th Instar	Purified protein	Addition to water	LC50 is >200 mg/ml with <10% mortality at this dose
Cry11A	No	No	Diptera	Culex quinquefasciatus	Yes	7176	741	ng/ml		10.1073/pnas.94.20.10536		Larvae	4th instar	Spore crystal mix	addition to water	
Cry11A	No	No	Hemiptera	Macrosiphum euphorbiae	Yes	13131			64% at 350 µg/ml	10.1111/j.1570-7458.1995.tb02003.x		Adult		Purified protein	Membrane feeding	Mortality observed after 72 hours
Cry11A	No	No	Diptera	Aedes aegypti	Yes	7159	85	ng/ml		10.1111/j.1365-2958.1994.tb00488.x		Larvae	1st instar	Purified crystals	addition to water	
Cry11A	No	No	Hemiptera	Macrosiphum euphorbiae	Yes	13131			64% mortality at 350 µg/ml 	10.1111/j.1570-7458.1995.tb02003.x		Adult	Not applicable	Purified protein	Membrane feeding	Mortality observed after 72 hours
Cry11A	No	No	Diptera	Culex quinquefasciatus	Yes	7176	946	ng/ml		10.1128/AEM.71.1.185-189.2005		Larvae	4th instar	Spore crystal mix	addition to water	Variable LC50 across generations and assays from 88-7330ng/ml
Cry11A	No	No	Diptera	Culex quinquefasciatus	Yes	7176	783	ng/ml		10.1128/AEM.64.11.4174-4179.1998		Larvae	4th instar	Spore crystal mix	addition to water	
Cry11A	No	No	Diptera	Culex quinquefasciatus	Yes	7176	1350	ng/ml		10.1603/0022-2585-41.3.435		Larvae	4th instar	Spore crystal mix	addition to water	
Cry11A	No	No	Diptera	Simulium spp	Yes		830	mg/ml		10.1016/j.jip.2014.07.003		Larvae	Unknown	Spore crystal mix	addition to water	
Cry11Aa	No	No	Diptera	Aedes aegypti	Yes	7159	235.9	ng/ml		10.1073/pnas.0505494102		Larvae	4th instar	Purified crystals	addition to water	
Cry11Aa	No	No	Diptera	Aedes aegypti	Yes	7159	224	ng/ml		10.1111/j.1574-6968.1995.tb07784.x		Larvae	3 day old	Purified crystals	addition to water	
Cry11Aa	No	No	Diptera	Anopheles albimanus	Yes	7167			33.3% at 360ng/ml 	10.1016/j.jip.2010.03.007		Larvae	4th Instar	Spore crystal mix	addition to water	Mortality observed after 1 day
Cry11Aa	No	No	Diptera	Culex pipiens	Yes	7175	268	ng/ml		10.1006/jipa.1995.1075		Larvae	3rd instar	Purified crystals	addition to water	
Cry11Aa	No	No	Diptera	Anopheles stephensi	Yes	30069	455	ng/ml		10.1006/jipa.1995.1075		Larvae	3rd instar	Purified crystals	addition to water	
Cry11Aa	No	No	Diptera	Aedes aegypti	Yes	7159	287	ng/ml		10.1006/jipa.1995.1075		Larvae	3rd instar	Purified crystals	addition to water	
Cry11Aa	No	No	Diptera	Culex quinquefasciatus	Yes	7176	36.5	ng/ml		10.1128/AEM.59.3.815-821.1993		Larvae	4th instar	Purified crystals	addition to water	LC36.5 - 39.7 ng/ml depending on construct used
Cry11Aa	No	No	Diptera	Culex pipiens	Yes	7175	1910	ng/ml		doi.org/10.1007/s13355-016-0454-z		Larvae	3rd instar	Purified protein	addition to water	
Cry11Aa	No	No	Hemiptera	Acyrthosiphon pisum	Yes	7029	 	 	100% at 500 µg/ml	10.1128/AEM.00686-09		Nymph	Not specified	Purified protein	Membrane feeding	mortality was observed after 3 to 6 days of exposure
Cry11Aa	No	No	Hemiptera	Acyrthosiphon pisum	Yes	7029			100% at 500 µg/ml	10.1017/S0007485309990290		Nymph		Purified protein	Membrane feeding	
Cry11Aa	No	No	Diptera	Aedes aegypti	Yes	7159			20% at 200ng/ml	10.1111/1462-2920.12263		Larvae	4th instar	Spore crystal mix	addition to water	Mortality observed after 1 day
Cry11Aa1	No	No	Diptera	Chironomus tepperi	Yes	113505	0.56	mg/L 	 	10.1016/j.jip.2004.10.004		Larvae	4th Instar	Spore crystal mix	Addition to water	
Cry11Aa1	No	No	Diptera	Anopheles stephensi	Yes	30069	4.81	ng/ml	 	10.1128/aem.61.7.2601-2605.1995		Larvae	2nd Instar	Spore crystal mix	Addition to water	
Cry11Aa1	No	No	Lepidoptera	Manduca sexta	No	7130	"NA	 not toxic"	NA not toxic		10.1128/aem.61.7.2601-2605.1995		Larvae	2nd Instar	Spore crystal mix	Diet incorporation	
Cry11Aa1	No	No	Diptera	Aedes aegypti	Yes	7159	39.2	ng/ml		10.1016/s0167-4838(98)00168-x		Larvae	1st Instar	Purified protein	Not specified	
Cry11Aa1	No	No	Diptera	Tipula oleracea 	Yes	312236	8.8	ng/ml	 	10.1128/aem.61.7.2601-2605.1995		Larvae	2nd Instar	Spore crystal mix	Addition to water	
Cry11Aa1	No	No	Diptera	Anopheles albimanus	Yes	7167	675.9	ng/ml	 	10.1016/s0167-4838(98)00168-x		Larvae	1st Instar 	Purified protein	Not specified	
Cry11Aa1	No	No	Diptera	Culex quinquefasciatus	Yes	7176	57.9	ng/ml		10.1016/s0167-4838(98)00168-x		Larvae	1st Instar	Purified protein	Not specified	
Cry11B	No	No	Diptera	Culex quinquefasciatus	Yes	7176	88.1	ng/ml		10.1128/AEM.64.11.4174-4179.1998		Larvae	4th instar	Spore crystal mix	addition to water	
Cry11B	No	No	Diptera	Culex quinquefasciatus	Yes	7176	729	ng/ml		10.1603/0022-2585-41.3.435		Larvae	4th instar	Spore crystal mix	addition to water	Cry11B resistant
Cry11Ba	No	No	Diptera	Culex pipiens	Yes	7175	110	ng/ml		doi.org/10.1007/s13355-016-0454-z		Larvae	3rd instar	Purified protein	addition to water	
Cry11Bb	No	No	Diptera	Aedes aegypti	Yes	7159	846	ng/ml		10.1078/072320203770865783		Larvae	4th instar	Purified crystals	addition to water	
Cry11Bb1	No	No	Diptera	Anopheles albimanus	Yes	7167	166.3	ng/ml	 	10.1016/S0167-4838(98)00168-X		Larvae	1st Instar 	Purified protein	Not specified	
Cry11Bb1	No	No	Diptera	Culex pipiens	Yes	7175	44	ng/ml		10.1078/072320203770865783		Larvae	4th instar	Purified protein	addition to water	
Cry11Bb1	No	No	Diptera	Culex quinquefasciatus	Yes	7176	34.1	ng/ml		10.1016/S0167-4838(98)00168-X		Larvae	3rd Instar	Purified protein	Not specified	
Cry11Bb1	No	No	Diptera	Aedes aegypti	Yes	7159	17.9	ng/ml		10.1016/S0167-4838(98)00168-X		Larvae	2nd Instar	Purified protein	Not specified	
Cry11Bb1	No	No	Diptera	Anopheles stephensi	Yes	30069	67	ng/ml		10.1078/072320203770865783		Larvae	3rd Instar	Purified protein	addition to water	
Cry12Aa1	No	No	Nematoda	Pristionchus pacificus	No	54126	"NA	 not toxic"	NA not toxic		10.1073/pnas.0538072100 				Other (add to comments)		Recombinant E. coli
Cry12Aa1	No	No	Nematoda	Distolabrellus veechi	No	96664	"NA	 not toxic"	NA not toxic		10.1073/pnas.0538072100 				Other (add to comments)		Recombinant E. coli
Cry12Aa1	No	No	Nematoda	Bursaphelenchus xylophilus	Yes	6326	58.88	µg/ml		10.1016/j.jip.2022.107726				Purified protein	Addition to water	4th stage juveniles assayed.
Cry12Aa1	No	No	Nematoda	Panagrellus redivivus	No	6233	"NA	 not toxic"	NA not toxic		10.1073/pnas.0538072100 				Other (add to comments)		Recombinant E. coli
Cry12Aa1	No	No	Nematoda	Caenorhabditis elegans	No	6239	"NA	 not toxic"	NA not toxic		10.1073/pnas.0538072100 				Other (add to comments)		Recombinant E. coli
Cry12Aa1	No	No	Nematoda	Acrobeloides sp	No	70201	"NA	 not toxic"	NA not toxic		10.1073/pnas.0538072100 				Other (add to comments)		Recombinant E. coli
Cry13Aa1	No	No	Nematoda	Bursaphelenchus xylophilus	Yes	6326	53.17	µg/ml		10.1016/j.jip.2022.107726				Purified protein	Addition to water	4th stage juveniles assayed.
Cry14Aa1	No	No	Nematoda	Bursaphelenchus xylophilus	Yes	6326			approx 50% at 150 µg/ml	10.1016/j.jip.2022.107726				Purified protein	Addition to water	4th stage juveniles assayed.
